# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES
4353	Khispi	tuber	tuber	ʥa	ʥa	dʑ a		1185	1185	dʑ a	i n	552	tuber
4354	Duhumbi	tuber	tuber	ʥa	ʥa	dʑ a		1185	1185	dʑ a	i n	552	tuber
4355	Khoina	tuber	tuber	ʥuː	ʥuː	dʑ uː		1185	1185	dʑ uː	i n	552	tuber
4356	Jerigaon	tuber	tuber	ʥuː	ʥuː	dʑ uː		1185	1185	dʑ uː	i n	552	tuber
4357	Khoitam	tuber	tuber	ʥuː	ʥuː	dʑ uː		1185	1185	dʑ uː	i n	552	tuber
4358	Rahung	tuber	tuber	ʥuː	ʥuː	dʑ uː		1185	1185	dʑ uː	i n	552	tuber
4359	Rupa	tuber	tuber	ʥuː ~ ɟuː	ʥuː	dʑ uː		1185	1185	dʑ uː	i n	552	tuber
4360	Shergaon	tuber	tuber	ʥuː	ʥuː	dʑ uː		1185	1185	dʑ uː	i n	552	tuber
#
4363	Khoina	tusk	tusk	neˀ	neˀ	n eˀ		1186	1186	n eˀ	i n	1186	tusk
4365	Khoitam	tusk	tusk	niˀ	niˀ	n iˀ		1186	1186	n iˀ	i n	1186	tusk
4366	Rahung	tusk	tusk	niˀ	niˀ	n iˀ		1186	1186	n iˀ	i n	1186	tusk
4367	Rupa	tusk	tusk	ɲeˀ	ɲeˀ	ɲ eˀ		1186	1186	ɲ eˀ	i n	1186	tusk
#
4369	Khispi	twenty	twenty	kʰej ~ kʰaj	kʰej	kʰ e j		1187	1187	kʰ e j	i n c	1187	twenty
4370	Duhumbi	twenty	twenty	kʰɛj	kʰɛj	kʰ ɛ j		1187	1187	kʰ ɛ j	i n c	1187	twenty
4371	Khoina	twenty	twenty	kʰɐ̃ː	kʰɐ̃ː	kʰ ɐ̃ː		1187	1187	kʰ ɐ̃ː -	i n	1187	twenty
4372	Jerigaon	twenty	twenty	kʰɐ̃ː	kʰɐ̃ː	kʰ ɐ̃ː		1187	1187	kʰ ɐ̃ː -	i n	1187	twenty
4373	Khoitam	twenty	twenty	kʰaː	kʰaː	kʰ aː		1187	1187	kʰ aː -	i n	1187	twenty
4374	Rahung	twenty	twenty	kʰɔ̃ː	kʰɔ̃ː	kʰ ɔ̃ː		1187	1187	kʰ ɔ̃ː -	i n	1187	twenty
4375	Rupa	twenty	twenty	kʰaːj	kʰaːj	kʰ aː j		1187	1187	kʰ aː j	i n c	1187	twenty
4376	Shergaon	twenty	twenty	kʰaː	kʰaː	kʰ aː		1187	1187	kʰ aː -	i n	1187	twenty
#
4378	Duhumbi	twist	twist	kʰik	kʰik	kʰ i k		1188	1188	kʰ i k	i n c	1188	twist
4379	Khoina	twist	twist	tʂʰiˀ	tʂʰiˀ	ʈʂʰ iˀ		1188	1188	ʈʂʰ iˀ -	i n	1188	twist
4381	Khoitam	twist	twist	ʨʰiˀ	ʨʰiˀ	tɕʰ iˀ		1188	1188	tɕʰ iˀ -	i n	1188	twist
4382	Rahung	twist	twist	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ		1188	1188	tɕʰ eˀ -	i n	1188	twist
4383	Rupa	twist	twist	kʰeˀ	kʰeˀ	kʰ eˀ		1188	1188	kʰ eˀ -	i n	1188	twist
#
4385	Khispi	two	two	ɲis	ɲis	ɲ i s		1189	1189	ɲ i s	i n c	1189	two
4386	Duhumbi	two	two	ɲis	ɲis	ɲ i s		1189	1189	ɲ i s	i n c	1189	two
4387	Khoina	two	two	nik	nik	n i k		1189	1189	n i k	i n c	1189	two
4388	Jerigaon	two	two	nik	nik	n i k		1189	1189	n i k	i n c	1189	two
4389	Khoitam	two	two	nik	nik	n i k		1189	1189	n i k	i n c	1189	two
4390	Rahung	two	two	nik	nik	n i k		1189	1189	n i k	i n c	1189	two
4391	Rupa	two	two	ɲik	ɲik	ɲ i k		1189	1189	ɲ i k	i n c	1189	two
4392	Shergaon	two	two	ɲit	ɲit	ɲ i t		1189	1189	ɲ i t	i n c	1189	two
#
4393	Khispi	under, below	under, below	kʰa	kʰa	kʰ a		1190	1190	kʰ a	i n	52	?
4394	Duhumbi	under, below	under, below	kʰa	kʰa	kʰ a		1190	1190	kʰ a	i n	52	?
4395	Khoina	under, below	under, below	kʰuː	kʰuː	kʰ uː		1190	1190	kʰ uː	i n	52	?
4396	Jerigaon	under, below	under, below	kʰuː	kʰuː	kʰ uː		1190	1190	kʰ uː	i n	52	?
4397	Khoitam	under, below	under, below	kʰuː	kʰuː	kʰ uː		1190	1190	kʰ uː	i n	52	?
4398	Rahung	under, below	under, below	kʰuː	kʰuː	kʰ uː		1190	1190	kʰ uː	i n	52	?
4399	Rupa	under, below	under, below	kʰuː	kʰuː	kʰ uː		1190	1190	kʰ uː	i n	52	?
4400	Shergaon	under, below	under, below	kʰuː	kʰuː	kʰ uː		1190	1190	kʰ uː	i n	52	?
#
4401	Khispi	up there	up there1	lja ~ ljɛ ~ lɛj	lja	l j a		1191	1191	l j a -	i m n	1191	upthere
4402	Duhumbi	up there	up there1	lja ~ lje ~ ljɛ ~ lɛj	lja	l j a		1191	1191	l j a -	i m n	1191	upthere
4403	Khoina	up there	up there1	laŋ	laŋ	l a ŋ		1191	1191	l - a ŋ	i n c	1191	upthere
4404	Jerigaon	up there	up there1	laŋ	laŋ	l a ŋ		1191	1191	l - a ŋ	i n c	1191	upthere
4405	Khoitam	up there	up there1	laŋ	laŋ	l a ŋ		1191	1191	l - a ŋ	i n c	1191	upthere
4407	Rupa	up there	up there1	laŋ	laŋ	l a ŋ		1191	1191	l - a ŋ	i n c	1191	upthere
4408	Shergaon	up there	up there1	laŋ	laŋ	l a ŋ		1191	1191	l - a ŋ	i n c	1191	upthere
4412	Jerigaon	up there	up there2	tʰaŋ	tʰaŋ	tʰ a ŋ		576	1191	tʰ a ŋ	i n c	576	upthere
4413	Khoitam	up there	up there2	tʰaŋ	tʰaŋ	tʰ a ŋ		576	1191	tʰ a ŋ	i n c	576	upthere
4414	Rahung	up there	up there2	tʰaŋ	tʰaŋ	tʰ a ŋ		576	1191	tʰ a ŋ	i n c	576	upthere
4415	Rupa	up there	up there2	tʰaŋ	tʰaŋ	tʰ a ŋ		576	1191	tʰ a ŋ	i n c	576	upthere
4416	Shergaon	up there	up there2	tʰaŋ	tʰaŋ	tʰ a ŋ		576	1191	tʰ a ŋ	i n c	576	upthere
#
4417	Khispi	up; ascend	up; ascend	kʰuŋ	kʰuŋ	kʰ u ŋ		1192	1192	kʰ u ŋ	i n c	61	up
4418	Duhumbi	up; ascend	up; ascend	kʰuŋ	kʰuŋ	kʰ u ŋ		1192	1192	kʰ u ŋ	i n c	61	up
4419	Khoina	up; ascend	up; ascend	kʰyŋ	kʰyŋ	kʰ y ŋ		1192	1192	kʰ y ŋ	i n c	61	up
4420	Jerigaon	up; ascend	up; ascend	kʰyŋ	kʰyŋ	kʰ y ŋ		1192	1192	kʰ y ŋ	i n c	61	up
4421	Khoitam	up; ascend	up; ascend	kʰyŋ	kʰyŋ	kʰ y ŋ		1192	1192	kʰ y ŋ	i n c	61	up
4422	Rahung	up; ascend	up; ascend	kʰyŋ	kʰyŋ	kʰ y ŋ		1192	1192	kʰ y ŋ	i n c	61	up
4423	Rupa	up; ascend	up; ascend	kʰyŋ	kʰyŋ	kʰ y ŋ		1192	1192	kʰ y ŋ	i n c	61	up
4424	Shergaon	up; ascend	up; ascend	kʰuŋ	kʰuŋ	kʰ u ŋ		1192	1192	kʰ u ŋ	i n c	61	up
#
4425	Khispi	uproot	uproot	pʰɔk	pʰɔk	pʰ ɔ k		1194	1194	pʰ ɔ k	i n c	1194	uproot
4426	Duhumbi	uproot	uproot	pʰɔk	pʰɔk	pʰ ɔ k		1194	1194	pʰ ɔ k	i n c	1194	uproot
4429	Khoitam	uproot	uproot	pʰiŋ	pʰiŋ	pʰ i ŋ		1194	1193	pʰ i ŋ	i n c	1194	uproot
4431	Rupa	uproot	uproot	pʰiŋ ~ pʰyŋ	pʰiŋ	pʰ i ŋ		1194	1193	pʰ i ŋ	i n c	1194	uproot
#
4433	Khispi	urine	urine	ʑi	ʑi	ʑ i		1195	1195	ʑ i	i n	1195	urine
4434	Duhumbi	urine	urine	ʑi	ʑi	ʑ i		1195	1195	ʑ i	i n	1195	urine
4435	Khoina	urine	urine	ziː	ziː	z iː		1195	1195	z iː	i n	1195	urine
4436	Jerigaon	urine	urine	ziː	ziː	z iː		1195	1195	z iː	i n	1195	urine
4437	Khoitam	urine	urine	ziː	ziː	z iː		1195	1195	z iː	i n	1195	urine
4438	Rahung	urine	urine	ziː	ziː	z iː		1195	1195	z iː	i n	1195	urine
4439	Rupa	urine	urine	ziː	ziː	z iː		1195	1195	z iː	i n	1195	urine
4440	Shergaon	urine	urine	ziː	ziː	z iː		1195	1195	z iː	i n	1195	urine
#
4441	Khispi	vagina	vagina	tʰu	tʰu	tʰ u		1196	1196	tʰ u -	i n	1196	vagina
4442	Duhumbi	vagina	vagina	tʰu	tʰu	tʰ u		1196	1196	tʰ u -	i n	1196	vagina
4447	Rupa	vagina	vagina	tʰaw	tʰaw	tʰ a w		1196	1196	tʰ a w	i n c	1196	vagina
4448	Shergaon	vagina	vagina	tʰaw	tʰaw	tʰ a w		1196	1196	tʰ a w	i n c	1196	vagina
#
4449	Khispi	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ	i n c	1197	vegetableleafy
4450	Duhumbi	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ	i n c	1197	vegetableleafy
4451	Khoina	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ	i n c	1197	vegetableleafy
4452	Jerigaon	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ	i n c	1197	vegetableleafy
4453	Khoitam	vegetable, leafy	vegetable, leafy	daŋ ~ də-hɔ̃	daŋ	d a ŋ		1197	1197	d a ŋ	i n c	1197	vegetableleafy
4454	Rahung	vegetable, leafy	vegetable, leafy	də-hɔ̃	də+hɔ̃	d ə + h ɔ̃		1197 1198	1197 1198	d ə - + h ɔ̃	i n + i n	1197 1198	vegetableleafy vegetableleafy
4455	Rupa	vegetable, leafy	vegetable, leafy	dɔŋ-hɔ̃ ~ də́-hɔ̃ ~ dɔ-hɔ̃	dɔŋ+hɔ̃	d ɔ ŋ + h ɔ̃		1197 1198	1197 1198	d ɔ ŋ + h ɔ̃	i n c + i n	1197 1198	vegetableleafy vegetableleafy
4456	Shergaon	vegetable, leafy	vegetable, leafy	da-hɔ̃	da+hɔ̃	d a + h ɔ̃		1197 1198	1197 1198	d a - + h ɔ̃	i n + i n	1197 1198	vegetableleafy vegetableleafy
#
4457	Khispi	veranda	veranda	jaŋ-ʨʰɔŋ	jaŋ+ʨʰɔŋ	j a ŋ + tɕʰ ɔ ŋ		1201 1199	1201 1199	j a ŋ + tɕʰ ɔ ŋ	i n c + i n c	194 1199	? veranda
4458	Duhumbi	veranda	veranda	jaŋ-ʨʰɔŋ	jaŋ+ʨʰɔŋ	j a ŋ + tɕʰ ɔ ŋ		1201 1199	1201 1199	j a ŋ + tɕʰ ɔ ŋ	i n c + i n c	194 1199	? veranda
4459	Khoina	veranda	veranda	da-ʣɔ̃ː	da+ʣɔ̃ː	d a + dz ɔ̃ː		1200 1199	1200 1199	d a + dz ɔ̃ː -	i n + i n	1200 1199	veranda veranda
4460	Jerigaon	veranda	veranda	da-ʥɔ̃ːŋ	da+ʥɔ̃ːŋ	d a + dʑ ɔ̃ː ŋ		1200 1199	1200 1199	d a + dʑ ɔ̃ː ŋ	i n + i n c	1200 1199	veranda veranda
4461	Khoitam	veranda	veranda	ʥũːŋ	ʥũːŋ	dʑ ũː ŋ		1199	1201	dʑ ũː ŋ	i n c	1199	veranda
4462	Rahung	veranda	veranda	la-pʰɔŋ	la+pʰɔŋ	l a + pʰ ɔ ŋ		1200 655	1202 1199	l a + pʰ ɔ ŋ	i n + i n c	1200 655	veranda veranda
4463	Rupa	veranda	veranda	ʥũː(ŋ)-baw	ʥũː+baw	dʑ ũː + b a w		1199 650	1200 1199	dʑ ũː - + b a w	i n + i n c	1199 650	veranda veranda
4464	Shergaon	veranda	veranda	ʥɔ̃ː-kʰiŋ	ʥɔ̃ː+kʰiŋ	dʑ ɔ̃ː + kʰ i ŋ		1199 636	1200 1199	dʑ ɔ̃ː - + kʰ i ŋ	i n + i n c	1199 636	veranda veranda
#
4465	Khispi	village	village	tʰup	tʰup	tʰ u p		1203	1203	tʰ u p	i n c	1203	village
4466	Duhumbi	village	village	tʰup ~ tʰuk	tʰup	tʰ u p		1203	1203	tʰ u p	i n c	1203	village
4467	Khoina	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203	village
4468	Jerigaon	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203	village
4469	Khoitam	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203	village
4470	Rahung	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203	village
4471	Rupa	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203	village
4472	Shergaon	village	village	tʰuk	tʰuk	tʰ u k		1203	1203	tʰ u k	i n c	1203	village
#
4475	Khoina	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204	vomit
4476	Jerigaon	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204	vomit
4477	Khoitam	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204	vomit
4478	Rahung	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204	vomit
4479	Rupa	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204	vomit
4480	Shergaon	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204	vomit
#
4481	Khispi	waist	waist	buk-tʰuŋ	buk+tʰuŋ	b u k + tʰ u ŋ		1208 1205	1208 1205	b u k + tʰ u ŋ	i n c + i n c	1208 1205	waist waist
4482	Duhumbi	waist	waist	buk-tuŋ	buk+tuŋ	b u k + t u ŋ		1208 1205	1208 1205	b u k + t u ŋ	i n c + i n c	1208 1205	waist waist
4483	Khoina	waist	waist	bə-kʰɐk-tʰyn	bə+kʰɐk+tʰyn	b ə + kʰ ɐ k + tʰ y n		1208 1206 1205	1208 1206 1205	b ə - + kʰ ɐ k + tʰ y n	i n + i n c + i n c	1208 134 1205	waist ma-prefix3 waist
4484	Jerigaon	waist	waist	mə-kʰɐk-tyŋ	mə+kʰɐk+tyŋ	m ə + kʰ ɐ k + t y ŋ		1207 1206 1205	1207 1206 1205	m ə + kʰ ɐ k + t y ŋ	i n + i n c + i n c	104 134 1205	ma-prefix2 ma-prefix3 waist
4487	Rupa	waist	waist	mə-kʰak-tyŋ	mə+kʰak+tyŋ	m ə + kʰ a k + t y ŋ		1207 1206 1205	1207 1206 1205	m ə + kʰ a k + t y ŋ	i n + i n c + i n c	104 134 1205	ma-prefix2 ma-prefix3 waist
4488	Shergaon	waist	waist	mə-kʰak-tuŋ	mə+kʰak+tuŋ	m ə + kʰ a k + t u ŋ		1207 1206 1205	1207 1206 1205	m ə + kʰ a k + t u ŋ	i n + i n c + i n c	104 134 1205	ma-prefix2 ma-prefix3 waist
#
4490	Duhumbi	wait	wait1	ʥak ~ ʥap	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209	wait
4492	Jerigaon	wait	wait1	ʥɐk	ʥɐk	dʑ ɐ k		1209	1209	dʑ ɐ k	i n c	1209	wait
4493	Khoitam	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209	wait
4494	Rahung	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209	wait
4495	Rupa	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209	wait
4496	Shergaon	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209	wait
4497	Khispi	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458	?
4498	Duhumbi	wait	wait2	naŋ	naŋ	n a ŋ		1210	1210	n a ŋ	i n c	458	?
4499	Khoina	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458	?
4501	Khoitam	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458	?
4503	Rupa	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458	?
#
4505	Khispi	wake up	wake up	jɔw	jɔw	j ɔ w		1211	1211	j ɔ w	i n c	1211	wakeup
4506	Duhumbi	wake up	wake up	jɔw	jɔw	j ɔ w		1211	1211	j ɔ w	i n c	1211	wakeup
4507	Khoina	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -	i n	1211	wakeup
4508	Jerigaon	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -	i n	1211	wakeup
4509	Khoitam	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -	i n	1211	wakeup
4510	Rahung	wake up	wake up	jo	jo	j o		1211	1211	j o -	i n	1211	wakeup
4511	Rupa	wake up	wake up	jaw	jaw	j a w		1211	1211	j a w	i n c	1211	wakeup
4512	Shergaon	wake up	wake up	jaw	jaw	j a w		1211	1211	j a w	i n c	1211	wakeup
#
4513	Khispi	walk, move, go	walk, move, go	wa	wa	w a		1212	1213	w a	i n	329	?
4514	Duhumbi	walk, move, go	walk, move, go	wa	wa	w a		1212	1213	w a	i n	329	?
4515	Khoina	walk, move, go	walk, move, go	rɐˀ	rɐˀ	r ɐˀ		1212	1212	r ɐˀ	i n	329	?
4516	Jerigaon	walk, move, go	walk, move, go	rɐˀ	rɐˀ	r ɐˀ		1212	1212	r ɐˀ	i n	329	?
4517	Khoitam	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ	i n	329	?
4518	Rahung	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ	i n	329	?
4519	Rupa	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ	i n	329	?
4520	Shergaon	walk, move, go	walk, move, go	rɔ	rɔ	r ɔ		1212	1212	r ɔ	i n	329	?
#
4522	Duhumbi	walking stick	walking stick	kʰɛj-duŋ ~ kʰɛj-ʥɔŋ	kʰɛj+duŋ	kʰ ɛ j + d u ŋ		1214 1215	1214 1215	kʰ ɛ j + d u ŋ	i n c + i n c	1214 1215	walkingstick walkingstick
4525	Khoitam	walking stick	walking stick	gə-ʥyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - + dʑ y ŋ	i n + i n c	1214 1215	walkingstick walkingstick
4526	Rahung	walking stick	walking stick	gə-ʥyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - + dʑ y ŋ	i n + i n c	1214 1215	walkingstick walkingstick
4527	Rupa	walking stick	walking stick	gə-ʥyŋ ~ zə-gyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - + dʑ y ŋ	i n + i n c	1214 1215	walkingstick walkingstick
4528	Shergaon	walking stick	walking stick	gə-ʥuŋ	gə+ʥuŋ	g ə + dʑ u ŋ		1214 1215	1214 1215	g ə - + dʑ u ŋ	i n + i n c	1214 1215	walkingstick walkingstick
#
4529	Khispi	walnut	walnut	maŋ-kʰa	maŋ+kʰa	m a ŋ + kʰ a		1217 1216	1217 1216	m a ŋ + kʰ a	i n c + i n	1217 72	walnut ?
4530	Duhumbi	walnut	walnut	maŋ-kʰa	maŋ+kʰa	m a ŋ + kʰ a		1217 1216	1217 1216	m a ŋ + kʰ a	i n c + i n	1217 72	walnut ?
4531	Khoina	walnut	walnut	ma-kʰuː	ma+kʰuː	m a + kʰ uː		1217 1216	1217 1216	m a - + kʰ uː	i n + i n	1217 72	walnut ?
4532	Jerigaon	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72	walnut ?
4533	Khoitam	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72	walnut ?
4534	Rahung	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72	walnut ?
4535	Rupa	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72	walnut ?
4536	Shergaon	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 418	walnut ?
#
4537	Khispi	warm, hot (adj.)	warm, hot (adj.)	u-ʨʰik	u+ʨʰik	u + tɕʰ i k		1219 1218	1219 1218	u + tɕʰ i k	n + i n c	56 1218	u/a-prefix warm
4538	Duhumbi	warm, hot (adj.)	warm, hot (adj.)	u-ʨʰik	u+ʨʰik	u + tɕʰ i k		1219 1218	1219 1218	u + tɕʰ i k	n + i n c	56 1218	u/a-prefix warm
4539	Khoina	warm, hot (adj.)	warm, hot (adj.)	ʦʰik-dy ~ a-ʦʰik	ʦʰik+dy	tsʰ i k + d y		1218 663	1220 1218	tsʰ i k + d y	i n c + i n	1218 663	warm warmhotadj
4540	Jerigaon	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218	u/a-prefix warm
4541	Khoitam	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218	u/a-prefix warm
4542	Rahung	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218	u/a-prefix warm
4543	Rupa	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218	u/a-prefix warm
4544	Shergaon	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218	u/a-prefix warm
#
4545	Khispi	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218	warm
4546	Duhumbi	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218	warm
4549	Khoitam	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218	warm
4550	Rahung	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218	warm
4551	Rupa	warm, hot (vi)	warm, hot (vi)	ʨʰik ~ ʦʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218	warm
#
4553	Khispi	wash	wash1	ʨʰɔl	ʨʰɔl	tɕʰ ɔ l		1222	1222	tɕʰ ɔ l	i n c	1222	wash
4554	Duhumbi	wash	wash1	ʨʰɔɹ	ʨʰɔɹ	tɕʰ ɔ ɹ		1222	1222	tɕʰ ɔ ɹ	i n c	1222	wash
4555	Khoina	wash	wash1	ʦʰøː	ʦʰøː	tsʰ øː		1222	1222	tsʰ øː -	i n	1222	wash
4556	Jerigaon	wash	wash1	ʨʰøː(n)	ʨʰøː	tɕʰ øː		1222	1222	tɕʰ øː -	i n	1222	wash
4559	Rupa	wash	wash1	ʨʰeː ~ ʨʰøː ~ ʦʰøː(n)	ʨʰeː	tɕʰ eː		1222	1222	tɕʰ eː -	i n	1222	wash
4560	Shergaon	wash	wash1	ʨʰeː	ʨʰeː	tɕʰ eː		1222	1222	tɕʰ eː -	i n	1222	wash
4561	Khispi	wash	wash2	ʨʰi	ʨʰi	tɕʰ i		1222	1222	tɕʰ i -	i n	1222	wash
4562	Duhumbi	wash	wash2	ʨʰi	ʨʰi	tɕʰ i		1222	1222	tɕʰ i -	i n	1222	wash
4565	Khoitam	wash	wash2	ʨʰĩː(ŋ)	ʨʰĩː	tɕʰ ĩː		1222	1222	tɕʰ ĩː -	i n	1222	wash
4566	Rahung	wash	wash2	ʨʰyː	ʨʰyː	tɕʰ yː		1222	1222	tɕʰ yː -	i n	1222	wash
#
4569	Khispi	water	water	kʰaw	kʰaw	kʰ a w		1223	1223	kʰ a w	i n c	1009	water
4570	Duhumbi	water	water	kʰɔw	kʰɔw	kʰ ɔ w		1223	1223	kʰ ɔ w	i n c	1009	water
4571	Khoina	water	water	kʰɔː	kʰɔː	kʰ ɔː		1223	1223	kʰ ɔː -	i n	1009	water
4572	Jerigaon	water	water	kʰɔː	kʰɔː	kʰ ɔː		1223	1223	kʰ ɔː -	i n	1009	water
4573	Khoitam	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009	water
4574	Rahung	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009	water
4575	Rupa	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009	water
4576	Shergaon	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009	water
#
4577	Khispi	wealthy	wealthy	ʨʰuk-pu	ʨʰuk+pu	tɕʰ u k + p u		1224 1225	1224 1225	tɕʰ u k + p u	i n c + i n	1224 1225	wealthy wealthy
4578	Duhumbi	wealthy	wealthy	ɕik-pu	ɕik+pu	ɕ i k + p u		1224 1225	1224 1225	ɕ i k + p u	i n c + i n	1224 1225	wealthy wealthy
4581	Khoitam	wealthy	wealthy	ʨʰyk-pu	ʨʰyk+pu	tɕʰ y k + p u		1224 1225	1224 1225	tɕʰ y k + p u	i n c + i n	1224 1225	wealthy wealthy
4582	Rahung	wealthy	wealthy	ʨʰyk-pu	ʨʰyk+pu	tɕʰ y k + p u		1224 1225	1224 1225	tɕʰ y k + p u	i n c + i n	1224 1225	wealthy wealthy
4583	Rupa	wealthy	wealthy	ʨʰik-pu	ʨʰik+pu	tɕʰ i k + p u		1224 1225	1224 1225	tɕʰ i k + p u	i n c + i n	1224 1225	wealthy wealthy
#
4585	Khispi	wear	wear	was	was	w a s		1226	1227	w a s	i n c	1226	wear
4586	Duhumbi	wear	wear	was	was	w a s		1226	1227	w a s	i n c	1226	wear
4587	Khoina	wear	wear	jɐ̃	jɐ̃	j ɐ̃		1226	1226	j ɐ̃ -	i n	1226	wear
4588	Jerigaon	wear	wear	jɐ̃	jɐ̃	j ɐ̃		1226	1226	j ɐ̃ -	i n	1226	wear
4591	Rupa	wear	wear	jɔ̃	jɔ̃	j ɔ̃		1226	1226	j ɔ̃ -	i n	1226	wear
#
4593	Khispi	weave	weave	dak	dak	d a k		1228	1228	d a k	i n c	1228	weave
4595	Khoina	weave	weave	rɐk	rɐk	r ɐ k		1228	1228	r ɐ k	i n c	1228	weave
