ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS
4453	Khoitam	vegetable, leafy	vegetable, leafy	daŋ ~ də-hɔ̃	daŋ	d a ŋ		1197	1197	d a ŋ	i n c	1197
4454	Rahung	vegetable, leafy	vegetable, leafy	də-hɔ̃	də+hɔ̃	d ə + h ɔ̃		1197 1198	1197 1198	d ə - + h ɔ̃	i n + i n	1197 1198
4455	Rupa	vegetable, leafy	vegetable, leafy	dɔŋ-hɔ̃ ~ də́-hɔ̃ ~ dɔ-hɔ̃	dɔŋ+hɔ̃	d ɔ ŋ + h ɔ̃		1197 1198	1197 1198	d ɔ ŋ + h ɔ̃	i n c + i n	1197 1198
4456	Shergaon	vegetable, leafy	vegetable, leafy	da-hɔ̃	da+hɔ̃	d a + h ɔ̃		1197 1198	1197 1198	d a - + h ɔ̃	i n + i n	1197 1198
4457	Khispi	veranda	veranda	jaŋ-ʨʰɔŋ	jaŋ+ʨʰɔŋ	j a ŋ + tɕʰ ɔ ŋ		1201 1199	1201 1199	j a ŋ + tɕʰ ɔ ŋ	i n c + i n c	194 1199
4458	Duhumbi	veranda	veranda	jaŋ-ʨʰɔŋ	jaŋ+ʨʰɔŋ	j a ŋ + tɕʰ ɔ ŋ		1201 1199	1201 1199	j a ŋ + tɕʰ ɔ ŋ	i n c + i n c	194 1199
4459	Khoina	veranda	veranda	da-ʣɔ̃ː	da+ʣɔ̃ː	d a + dz ɔ̃ː		1200 1199	1200 1199	d a + dz ɔ̃ː -	i n + i n	1200 1199
4460	Jerigaon	veranda	veranda	da-ʥɔ̃ːŋ	da+ʥɔ̃ːŋ	d a + dʑ ɔ̃ː ŋ		1200 1199	1200 1199	d a + dʑ ɔ̃ː ŋ	i n + i n c	1200 1199
4461	Khoitam	veranda	veranda	ʥũːŋ	ʥũːŋ	dʑ ũː ŋ		1199	1201	dʑ ũː ŋ	i n c	1199
4462	Rahung	veranda	veranda	la-pʰɔŋ	la+pʰɔŋ	l a + pʰ ɔ ŋ		1200 655	1202 1199	l a + pʰ ɔ ŋ	i n + i n c	1200 655
4463	Rupa	veranda	veranda	ʥũː(ŋ)-baw	ʥũː+baw	dʑ ũː + b a w		1199 650	1200 1199	dʑ ũː - + b a w	i n + i n c	1199 650
4464	Shergaon	veranda	veranda	ʥɔ̃ː-kʰiŋ	ʥɔ̃ː+kʰiŋ	dʑ ɔ̃ː + kʰ i ŋ		1199 636	1200 1199	dʑ ɔ̃ː - + kʰ i ŋ	i n + i n c	1199 636
4465	Khispi	village	village	tʰup	tʰup	tʰ u p		1203	1203	tʰ u p	i n c	1203
4466	Duhumbi	village	village	tʰup ~ tʰuk	tʰup	tʰ u p		1203	1203	tʰ u p	i n c	1203
4467	Khoina	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203
4468	Jerigaon	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203
4469	Khoitam	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203
4470	Rahung	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203
4471	Rupa	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k	i n c	1203
4472	Shergaon	village	village	tʰuk	tʰuk	tʰ u k		1203	1203	tʰ u k	i n c	1203
4475	Khoina	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204
4476	Jerigaon	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204
4477	Khoitam	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204
4478	Rahung	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204
4479	Rupa	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204
4480	Shergaon	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k	i n c	1204
4481	Khispi	waist	waist	buk-tʰuŋ	buk+tʰuŋ	b u k + tʰ u ŋ		1208 1205	1208 1205	b u k + tʰ u ŋ	i n c + i n c	1208 1205
4482	Duhumbi	waist	waist	buk-tuŋ	buk+tuŋ	b u k + t u ŋ		1208 1205	1208 1205	b u k + t u ŋ	i n c + i n c	1208 1205
4483	Khoina	waist	waist	bə-kʰɐk-tʰyn	bə+kʰɐk+tʰyn	b ə + kʰ ɐ k + tʰ y n		1208 1206 1205	1208 1206 1205	b ə - + kʰ ɐ k + tʰ y n	i n + i n c + i n c	1208 134 1205
4484	Jerigaon	waist	waist	mə-kʰɐk-tyŋ	mə+kʰɐk+tyŋ	m ə + kʰ ɐ k + t y ŋ		1207 1206 1205	1207 1206 1205	m ə + kʰ ɐ k + t y ŋ	i n + i n c + i n c	104 134 1205
4487	Rupa	waist	waist	mə-kʰak-tyŋ	mə+kʰak+tyŋ	m ə + kʰ a k + t y ŋ		1207 1206 1205	1207 1206 1205	m ə + kʰ a k + t y ŋ	i n + i n c + i n c	104 134 1205
4488	Shergaon	waist	waist	mə-kʰak-tuŋ	mə+kʰak+tuŋ	m ə + kʰ a k + t u ŋ		1207 1206 1205	1207 1206 1205	m ə + kʰ a k + t u ŋ	i n + i n c + i n c	104 134 1205
4490	Duhumbi	wait	wait1	ʥak ~ ʥap	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209
4492	Jerigaon	wait	wait1	ʥɐk	ʥɐk	dʑ ɐ k		1209	1209	dʑ ɐ k	i n c	1209
4493	Khoitam	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209
4494	Rahung	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209
4495	Rupa	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209
4496	Shergaon	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k	i n c	1209
4497	Khispi	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458
4498	Duhumbi	wait	wait2	naŋ	naŋ	n a ŋ		1210	1210	n a ŋ	i n c	458
4499	Khoina	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458
4501	Khoitam	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458
4503	Rupa	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ	i n c	458
4505	Khispi	wake up	wake up	jɔw	jɔw	j ɔ w		1211	1211	j ɔ w	i n c	1211
4506	Duhumbi	wake up	wake up	jɔw	jɔw	j ɔ w		1211	1211	j ɔ w	i n c	1211
4507	Khoina	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -	i n	1211
4508	Jerigaon	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -	i n	1211
4509	Khoitam	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -	i n	1211
4510	Rahung	wake up	wake up	jo	jo	j o		1211	1211	j o -	i n	1211
4511	Rupa	wake up	wake up	jaw	jaw	j a w		1211	1211	j a w	i n c	1211
4512	Shergaon	wake up	wake up	jaw	jaw	j a w		1211	1211	j a w	i n c	1211
4513	Khispi	walk, move, go	walk, move, go	wa	wa	w a		1212	1213	w a	i n	329
4514	Duhumbi	walk, move, go	walk, move, go	wa	wa	w a		1212	1213	w a	i n	329
4515	Khoina	walk, move, go	walk, move, go	rɐˀ	rɐˀ	r ɐˀ		1212	1212	r ɐˀ	i n	329
4516	Jerigaon	walk, move, go	walk, move, go	rɐˀ	rɐˀ	r ɐˀ		1212	1212	r ɐˀ	i n	329
4517	Khoitam	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ	i n	329
4518	Rahung	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ	i n	329
4519	Rupa	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ	i n	329
4520	Shergaon	walk, move, go	walk, move, go	rɔ	rɔ	r ɔ		1212	1212	r ɔ	i n	329
4522	Duhumbi	walking stick	walking stick	kʰɛj-duŋ ~ kʰɛj-ʥɔŋ	kʰɛj+duŋ	kʰ ɛ j + d u ŋ		1214 1215	1214 1215	kʰ ɛ j + d u ŋ	i n c + i n c	1214 1215
4525	Khoitam	walking stick	walking stick	gə-ʥyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - + dʑ y ŋ	i n + i n c	1214 1215
4526	Rahung	walking stick	walking stick	gə-ʥyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - + dʑ y ŋ	i n + i n c	1214 1215
4527	Rupa	walking stick	walking stick	gə-ʥyŋ ~ zə-gyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - + dʑ y ŋ	i n + i n c	1214 1215
4528	Shergaon	walking stick	walking stick	gə-ʥuŋ	gə+ʥuŋ	g ə + dʑ u ŋ		1214 1215	1214 1215	g ə - + dʑ u ŋ	i n + i n c	1214 1215
4529	Khispi	walnut	walnut	maŋ-kʰa	maŋ+kʰa	m a ŋ + kʰ a		1217 1216	1217 1216	m a ŋ + kʰ a	i n c + i n	1217 72
4530	Duhumbi	walnut	walnut	maŋ-kʰa	maŋ+kʰa	m a ŋ + kʰ a		1217 1216	1217 1216	m a ŋ + kʰ a	i n c + i n	1217 72
4531	Khoina	walnut	walnut	ma-kʰuː	ma+kʰuː	m a + kʰ uː		1217 1216	1217 1216	m a - + kʰ uː	i n + i n	1217 72
4532	Jerigaon	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72
4533	Khoitam	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72
4534	Rahung	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72
4535	Rupa	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 72
4536	Shergaon	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - + kʰ uː	i n + i n	1217 418
4537	Khispi	warm, hot (adj.)	warm, hot (adj.)	u-ʨʰik	u+ʨʰik	u + tɕʰ i k		1219 1218	1219 1218	u + tɕʰ i k	n + i n c	56 1218
4538	Duhumbi	warm, hot (adj.)	warm, hot (adj.)	u-ʨʰik	u+ʨʰik	u + tɕʰ i k		1219 1218	1219 1218	u + tɕʰ i k	n + i n c	56 1218
4539	Khoina	warm, hot (adj.)	warm, hot (adj.)	ʦʰik-dy ~ a-ʦʰik	ʦʰik+dy	tsʰ i k + d y		1218 663	1220 1218	tsʰ i k + d y	i n c + i n	1218 663
4540	Jerigaon	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218
4541	Khoitam	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218
4542	Rahung	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218
4543	Rupa	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218
4544	Shergaon	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a + tɕʰ i k	n + i n c	56 1218
4545	Khispi	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218
4546	Duhumbi	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218
4549	Khoitam	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218
4550	Rahung	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218
4551	Rupa	warm, hot (vi)	warm, hot (vi)	ʨʰik ~ ʦʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k	i n c	1218
4553	Khispi	wash	wash1	ʨʰɔl	ʨʰɔl	tɕʰ ɔ l		1222	1222	tɕʰ ɔ l	i n c	1222
4554	Duhumbi	wash	wash1	ʨʰɔɹ	ʨʰɔɹ	tɕʰ ɔ ɹ		1222	1222	tɕʰ ɔ ɹ	i n c	1222
4555	Khoina	wash	wash1	ʦʰøː	ʦʰøː	tsʰ øː		1222	1222	tsʰ øː -	i n	1222
4556	Jerigaon	wash	wash1	ʨʰøː(n)	ʨʰøː	tɕʰ øː		1222	1222	tɕʰ øː -	i n	1222
4559	Rupa	wash	wash1	ʨʰeː ~ ʨʰøː ~ ʦʰøː(n)	ʨʰeː	tɕʰ eː		1222	1222	tɕʰ eː -	i n	1222
4560	Shergaon	wash	wash1	ʨʰeː	ʨʰeː	tɕʰ eː		1222	1222	tɕʰ eː -	i n	1222
4561	Khispi	wash	wash2	ʨʰi	ʨʰi	tɕʰ i		1222	1222	tɕʰ i -	i n	1222
4562	Duhumbi	wash	wash2	ʨʰi	ʨʰi	tɕʰ i		1222	1222	tɕʰ i -	i n	1222
4565	Khoitam	wash	wash2	ʨʰĩː(ŋ)	ʨʰĩː	tɕʰ ĩː		1222	1222	tɕʰ ĩː -	i n	1222
4566	Rahung	wash	wash2	ʨʰyː	ʨʰyː	tɕʰ yː		1222	1222	tɕʰ yː -	i n	1222
4569	Khispi	water	water	kʰaw	kʰaw	kʰ a w		1223	1223	kʰ a w	i n c	1009
4570	Duhumbi	water	water	kʰɔw	kʰɔw	kʰ ɔ w		1223	1223	kʰ ɔ w	i n c	1009
4571	Khoina	water	water	kʰɔː	kʰɔː	kʰ ɔː		1223	1223	kʰ ɔː -	i n	1009
4572	Jerigaon	water	water	kʰɔː	kʰɔː	kʰ ɔː		1223	1223	kʰ ɔː -	i n	1009
4573	Khoitam	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009
4574	Rahung	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009
4575	Rupa	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009
4576	Shergaon	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -	i n	1009
4577	Khispi	wealthy	wealthy	ʨʰuk-pu	ʨʰuk+pu	tɕʰ u k + p u		1224 1225	1224 1225	tɕʰ u k + p u	i n c + i n	1224 1225
4578	Duhumbi	wealthy	wealthy	ɕik-pu	ɕik+pu	ɕ i k + p u		1224 1225	1224 1225	ɕ i k + p u	i n c + i n	1224 1225
4581	Khoitam	wealthy	wealthy	ʨʰyk-pu	ʨʰyk+pu	tɕʰ y k + p u		1224 1225	1224 1225	tɕʰ y k + p u	i n c + i n	1224 1225
4582	Rahung	wealthy	wealthy	ʨʰyk-pu	ʨʰyk+pu	tɕʰ y k + p u		1224 1225	1224 1225	tɕʰ y k + p u	i n c + i n	1224 1225
4583	Rupa	wealthy	wealthy	ʨʰik-pu	ʨʰik+pu	tɕʰ i k + p u		1224 1225	1224 1225	tɕʰ i k + p u	i n c + i n	1224 1225
4585	Khispi	wear	wear	was	was	w a s		1226	1227	w a s	i n c	1226
4586	Duhumbi	wear	wear	was	was	w a s		1226	1227	w a s	i n c	1226
4587	Khoina	wear	wear	jɐ̃	jɐ̃	j ɐ̃		1226	1226	j ɐ̃ -	i n	1226
4588	Jerigaon	wear	wear	jɐ̃	jɐ̃	j ɐ̃		1226	1226	j ɐ̃ -	i n	1226
4591	Rupa	wear	wear	jɔ̃	jɔ̃	j ɔ̃		1226	1226	j ɔ̃ -	i n	1226
4593	Khispi	weave	weave	dak	dak	d a k		1228	1228	d a k	i n c	1228
4595	Khoina	weave	weave	rɐk	rɐk	r ɐ k		1228	1228	r ɐ k	i n c	1228
4596	Jerigaon	weave	weave	rɐk	rɐk	r ɐ k		1228	1228	r ɐ k	i n c	1228
4597	Khoitam	weave	weave	rak	rak	r a k		1228	1228	r a k	i n c	1228
4598	Rahung	weave	weave	rak	rak	r a k		1228	1228	r a k	i n c	1228
4599	Rupa	weave	weave	rak	rak	r a k		1228	1228	r a k	i n c	1228
4600	Shergaon	weave	weave	rak	rak	r a k		1228	1228	r a k	i n c	1228
4601	Khispi	weed, grass	weed, grass	ʥam	ʥam	dʑ a m		1229	1229	dʑ a m	i n c	1229
4602	Duhumbi	weed, grass	weed, grass	ʥamu ~ ʥam	ʥamu	dʑ a m + u		1229 672	1229	dʑ a m + u	i n c + n	1229 672
4603	Khoina	weed, grass	weed, grass	ʥɐŋ	ʥɐŋ	dʑ ɐ ŋ		1229	1229	dʑ ɐ ŋ	i n c	1229
4604	Jerigaon	weed, grass	weed, grass	ʥɐŋ	ʥɐŋ	dʑ ɐ ŋ		1229	1229	dʑ ɐ ŋ	i n c	1229
4605	Khoitam	weed, grass	weed, grass	ʥũŋ	ʥũŋ	dʑ ũ ŋ		1229	1229	dʑ ũ ŋ	i n c	1229
4606	Rahung	weed, grass	weed, grass	ʥũŋ	ʥũŋ	dʑ ũ ŋ		1229	1229	dʑ ũ ŋ	i n c	1229
4607	Rupa	weed, grass	weed, grass	ʥaŋ ~ ɟaŋ	ʥaŋ	dʑ a ŋ		1229	1229	dʑ a ŋ	i n c	1229
4608	Shergaon	weed, grass	weed, grass	ʥaŋ	ʥaŋ	dʑ a ŋ		1229	1229	dʑ a ŋ	i n c	1229
4609	Khispi	wet	wet1	u-ɕiŋ	u+ɕiŋ	u + ɕ i ŋ		1231 1230	1231 1230	u + ɕ i ŋ	n + i n c	56 472
4610	Duhumbi	wet	wet1	u-ɕiŋ	u+ɕiŋ	u + ɕ i ŋ		1231 1230	1231 1230	u + ɕ i ŋ	n + i n c	56 472
4613	Khoitam	wet	wet1	a-siŋ	a+siŋ	a + s i ŋ		1231 1230	1231 1230	a + s i ŋ	n + i n c	56 472
4614	Rahung	wet	wet1	a-siŋ	a+siŋ	a + s i ŋ		1231 1230	1231 1230	a + s i ŋ	n + i n c	56 472
4616	Shergaon	wet	wet1	a-siŋ	a+siŋ	a + s i ŋ		1231 1230	1231 1230	a + s i ŋ	n + i n c	56 472
4619	Khoina	wet	wet2	kʰa-lɛˀ	kʰa+lɛˀ	kʰ a + l ɛˀ		1233 1232	1233 1232	kʰ a + l ɛˀ	i n + i n	1233 1232
4620	Jerigaon	wet	wet2	kʰ-leˀ	kʰ+leˀ	kʰ + l eˀ		1233 1232	1233 1232	kʰ - + l eˀ	i + i n	1233 1232
4621	Khoitam	wet	wet2	kʰ-leˀ	kʰ+leˀ	kʰ + l eˀ		1233 1232	1233 1232	kʰ - + l eˀ	i + i n	1233 1232
4622	Rahung	wet	wet2	pʰ-lɛˀ	pʰ+lɛˀ	pʰ + l ɛˀ		1233 1232	1234 1232	pʰ - + l ɛˀ	i + i n	1233 1232
4629	Khoitam	wheat	wheat	mu-kuː	mu+kuː	m u + k uː		1237 1235	1237 1235	m u + k uː	i n + i n	1237 1235
4630	Rahung	wheat	wheat	mə-kuː	mə+kuː	m ə + k uː		1237 1235	1237 1235	m ə + k uː	i n + i n	1237 1235
4631	Rupa	wheat	wheat	bə-kuː	bə+kuː	b ə + k uː		1237 1235	1236 1235	b ə + k uː	i n + i n	1237 1235
4632	Shergaon	wheat	wheat	bə-kuː	bə+kuː	b ə + k uː		1237 1235	1236 1235	b ə + k uː	i n + i n	1237 1235
4633	Khispi	when	when	a-daŋ	a+daŋ	a + d a ŋ		1239 1238	1239 1238	a + d a ŋ	n + i n c	124 1238
4634	Duhumbi	when	when	a-daŋ	a+daŋ	a + d a ŋ		1239 1238	1239 1238	a + d a ŋ	n + i n c	124 1238
4635	Khoina	when	when	a-dɔ̃ː(ŋ)	a+dɔ̃ː	a + d ɔ̃ː		1239 1238	1239 1238	a + d ɔ̃ː -	n + i n	124 1238
4636	Jerigaon	when	when	a-dɔ̃ː(ŋ)	a+dɔ̃ː	a + d ɔ̃ː		1239 1238	1239 1238	a + d ɔ̃ː -	n + i n	124 1238
4637	Khoitam	when	when	a-dũː(ŋ)	a+dũː	a + d ũː		1239 1238	1239 1238	a + d ũː -	n + i n	124 1238
4638	Rahung	when	when	a-dũː(ŋ)	a+dũː	a + d ũː		1239 1238	1239 1238	a + d ũː -	n + i n	124 1238
4639	Rupa	when	when	a-dũː(ŋ)	a+dũː	a + d ũː		1239 1238	1239 1238	a + d ũː -	n + i n	124 1238
4640	Shergaon	when	when	a-dɔ̃ː	a+dɔ̃ː	a + d ɔ̃ː		1239 1238	1239 1238	a + d ɔ̃ː -	n + i n	124 1238
4641	Khispi	where	where	a	a	a		1241	1241	- a	n	1241
4642	Duhumbi	where	where	ha	ha	h a		1241	1242	h a	i n	1241
4643	Khoina	where	where	a-lɔː	a+lɔː	a + l ɔː		1241 1240	1241 1240	- a + l ɔː	n + i n	1241 1240
4645	Khoitam	where	where	tʰa-a-lɔː	tʰa+a+lɔː	tʰ a + a + l ɔː		1244 1241 1240	1244 1240 1243	tʰ a + - a + l ɔː	i n + n + i n	1244 1241 1240
4649	Khispi	white	white	jaŋ-kal	jaŋ+kal	j a ŋ + k a l		1247 1248	1247 1248	j a ŋ + k a l	i n c + i n c	490 1248
4650	Duhumbi	white	white	jaŋ-kaɹ	jaŋ+kaɹ	j a ŋ + k a ɹ		1247 1248	1247 1248	j a ŋ + k a ɹ	i n c + i n c	490 1248
4651	Khoina	white	white	a-zɐ̃ː	a+zɐ̃ː	a + z ɐ̃ː		1245 1246	1245 1246	a + z ɐ̃ː	n + i n	56 1246
4652	Jerigaon	white	white	a-zɐ̃ː	a+zɐ̃ː	a + z ɐ̃ː		1245 1246	1245 1246	a + z ɐ̃ː	n + i n	56 1246
4653	Khoitam	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a + z ɔ̃ː	n + i n	56 1246
4654	Rahung	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a + z ɔ̃ː	n + i n	56 1246
4655	Rupa	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a + z ɔ̃ː	n + i n	56 1246
4656	Shergaon	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a + z ɔ̃ː	n + i n	56 1246
4657	Khispi	who	who	mi	mi	m i		1249	1249	m i	i n	1249
4658	Duhumbi	who	who	mi	mi	m i		1249	1249	m i	i n	1249
4659	Khoina	who	who	niː	niː	n iː		1249	1250	n iː	i n	1249
4660	Jerigaon	who	who	niː	niː	n iː		1249	1250	n iː	i n	1249
4661	Khoitam	who	who	miː	miː	m iː		1249	1249	m iː	i n	1249
4662	Rahung	who	who	miː	miː	m iː		1249	1249	m iː	i n	1249
4663	Rupa	who	who	ɲiː	ɲiː	ɲ iː		1249	1250	ɲ iː	i n	1249
4664	Shergaon	who	who	ɲiː	ɲiː	ɲ iː		1249	1250	ɲ iː	i n	1249
4665	Khispi	wife	wife	u-ja	u+ja	u + j a		1251 1252	1251 1252	u + j a	n + i n	56 1252
4666	Duhumbi	wife	wife	u-ja	u+ja	u + j a		1251 1252	1251 1252	u + j a	n + i n	56 1252
4667	Khoina	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a + j uː	n + i n	56 1252
4668	Jerigaon	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a + j uː	n + i n	56 1252
4669	Khoitam	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a + j uː	n + i n	56 1252
4670	Rahung	wife	wife	a-juː ~ a-ruː	a+juː	a + j uː		1251 1252	1251 1252	a + j uː	n + i n	56 1252
4671	Rupa	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a + j uː	n + i n	56 1252
4672	Shergaon	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a + j uː	n + i n	56 1252
4673	Khispi	wind	wind	nam-suŋ~ nam-sum	nam+suŋ	n a m + s u ŋ		1254 1253	1254 1253	n a m + s u ŋ	i n c + i n c	1254 1253
4674	Duhumbi	wind	wind	nam-suŋ ~ nam-sum	nam+suŋ	n a m + s u ŋ		1254 1253	1254 1253	n a m + s u ŋ	i n c + i n c	1254 1253
4675	Khoina	wind	wind	na-søn	na+søn	n a + s ø n		1254 1253	1254 1253	n a - + s ø n	i n + i n c	1254 1253
4676	Jerigaon	wind	wind	nə-søn ~ ny-søn	nə+søn	n ə + s ø n		1254 1253	1254 1253	n ə - + s ø n	i n + i n c	1254 1253
4677	Khoitam	wind	wind	ny-sɔm ~ nə-sɔm	ny+sɔm	n y + s ɔ m		1254 1253	1254 1253	n y - + s ɔ m	i n + i n c	1254 1253
4678	Rahung	wind	wind	p-søm	p+søm	p + s ø m		1254 1253	1255 1253	p - - + s ø m	i + i n c	1254 1253
4679	Rupa	wind	wind	nə-sɔm	nə+sɔm	n ə + s ɔ m		1254 1253	1254 1253	n ə - + s ɔ m	i n + i n c	1254 1253
4680	Shergaon	wind	wind	nə-sɔm	nə+sɔm	n ə + s ɔ m		1254 1253	1254 1253	n ə - + s ɔ m	i n + i n c	1254 1253
4681	Khispi	window	window	kal-ʨuŋ	kal+ʨuŋ	k a l + tɕ u ŋ		1257 1256	1257 1256	k a l + tɕ u ŋ	i n c + i n c	1257 1256
4682	Duhumbi	window	window	kɔː-ʨuŋ ~ ku-ʨuŋ	kɔː+ʨuŋ	k ɔː + tɕ u ŋ		1257 1256	1257 1256	k ɔː - + tɕ u ŋ	i n + i n c	1257 1256
4683	Khoina	window	window	kɔː-ʨyŋ	kɔː+ʨyŋ	k ɔː + tɕ y ŋ		1257 1256	1257 1256	k ɔː - + tɕ y ŋ	i n + i n c	1257 1256
4684	Jerigaon	window	window	kɔː-ʨyŋ	kɔː+ʨyŋ	k ɔː + tɕ y ŋ		1257 1256	1257 1256	k ɔː - + tɕ y ŋ	i n + i n c	1257 1256
4685	Khoitam	window	window	kɔː-ʨyŋ	kɔː+ʨyŋ	k ɔː + tɕ y ŋ		1257 1256	1257 1256	k ɔː - + tɕ y ŋ	i n + i n c	1257 1256
4686	Rahung	window	window	koː-ʨyŋ	koː+ʨyŋ	k oː + tɕ y ŋ		1257 1256	1257 1256	k oː - + tɕ y ŋ	i n + i n c	1257 1256
4687	Rupa	window	window	kaw-du	kaw+du	k a w + d u		1257 669	1257 1256	k a w + d u	i n c + i n	1257 669
4688	Shergaon	window	window	koː-ʨuŋ	koː+ʨuŋ	k oː + tɕ u ŋ		1257 1256	1257 1256	k oː - + tɕ u ŋ	i n + i n c	1257 1256
4689	Khispi	wing	wing	ɲuj-pʰa	ɲuj+pʰa	ɲ u j + pʰ a		1259 1258	1259 1258	ɲ u j + pʰ a -	i n c + i n	1259 167
