ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT
4422	Rahung	up; ascend	up; ascend	kʰyŋ	kʰyŋ	kʰ y ŋ		1192	1192	kʰ y ŋ
4423	Rupa	up; ascend	up; ascend	kʰyŋ	kʰyŋ	kʰ y ŋ		1192	1192	kʰ y ŋ
4424	Shergaon	up; ascend	up; ascend	kʰuŋ	kʰuŋ	kʰ u ŋ		1192	1192	kʰ u ŋ
4425	Khispi	uproot	uproot	pʰɔk	pʰɔk	pʰ ɔ k		1194	1194	pʰ ɔ k
4426	Duhumbi	uproot	uproot	pʰɔk	pʰɔk	pʰ ɔ k		1194	1194	pʰ ɔ k
4429	Khoitam	uproot	uproot	pʰiŋ	pʰiŋ	pʰ i ŋ		1194	1193	pʰ i ŋ
4431	Rupa	uproot	uproot	pʰiŋ ~ pʰyŋ	pʰiŋ	pʰ i ŋ		1194	1193	pʰ i ŋ
4433	Khispi	urine	urine	ʑi	ʑi	ʑ i		1195	1195	ʑ i
4434	Duhumbi	urine	urine	ʑi	ʑi	ʑ i		1195	1195	ʑ i
4435	Khoina	urine	urine	ziː	ziː	z iː		1195	1195	z iː
4436	Jerigaon	urine	urine	ziː	ziː	z iː		1195	1195	z iː
4437	Khoitam	urine	urine	ziː	ziː	z iː		1195	1195	z iː
4438	Rahung	urine	urine	ziː	ziː	z iː		1195	1195	z iː
4439	Rupa	urine	urine	ziː	ziː	z iː		1195	1195	z iː
4440	Shergaon	urine	urine	ziː	ziː	z iː		1195	1195	z iː
4441	Khispi	vagina	vagina	tʰu	tʰu	tʰ u		1196	1196	tʰ u -
4442	Duhumbi	vagina	vagina	tʰu	tʰu	tʰ u		1196	1196	tʰ u -
4447	Rupa	vagina	vagina	tʰaw	tʰaw	tʰ a w		1196	1196	tʰ a w
4448	Shergaon	vagina	vagina	tʰaw	tʰaw	tʰ a w		1196	1196	tʰ a w
4449	Khispi	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ
4450	Duhumbi	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ
4451	Khoina	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ
4452	Jerigaon	vegetable, leafy	vegetable, leafy	daŋ	daŋ	d a ŋ		1197	1197	d a ŋ
4453	Khoitam	vegetable, leafy	vegetable, leafy	daŋ ~ də-hɔ̃	daŋ	d a ŋ		1197	1197	d a ŋ
4454	Rahung	vegetable, leafy	vegetable, leafy	də-hɔ̃	də+hɔ̃	d ə + h ɔ̃		1197 1198	1197 1198	d ə - ◦ h ɔ̃
4455	Rupa	vegetable, leafy	vegetable, leafy	dɔŋ-hɔ̃ ~ də́-hɔ̃ ~ dɔ-hɔ̃	dɔŋ+hɔ̃	d ɔ ŋ + h ɔ̃		1197 1198	1197 1198	d ɔ ŋ ◦ h ɔ̃
4456	Shergaon	vegetable, leafy	vegetable, leafy	da-hɔ̃	da+hɔ̃	d a + h ɔ̃		1197 1198	1197 1198	d a - ◦ h ɔ̃
4457	Khispi	veranda	veranda	jaŋ-ʨʰɔŋ	jaŋ+ʨʰɔŋ	j a ŋ + tɕʰ ɔ ŋ		1201 1199	1201 1199	j a ŋ ◦ tɕʰ ɔ ŋ
4458	Duhumbi	veranda	veranda	jaŋ-ʨʰɔŋ	jaŋ+ʨʰɔŋ	j a ŋ + tɕʰ ɔ ŋ		1201 1199	1201 1199	j a ŋ ◦ tɕʰ ɔ ŋ
4459	Khoina	veranda	veranda	da-ʣɔ̃ː	da+ʣɔ̃ː	d a + dz ɔ̃ː		1200 1199	1200 1199	d a ◦ dz ɔ̃ː -
4460	Jerigaon	veranda	veranda	da-ʥɔ̃ːŋ	da+ʥɔ̃ːŋ	d a + dʑ ɔ̃ː ŋ		1200 1199	1200 1199	d a ◦ dʑ ɔ̃ː ŋ
4461	Khoitam	veranda	veranda	ʥũːŋ	ʥũːŋ	dʑ ũː ŋ		1199	1201	dʑ ũː ŋ
4462	Rahung	veranda	veranda	la-pʰɔŋ	la+pʰɔŋ	l a + pʰ ɔ ŋ		1200 655	1202 1199	l a ◦ pʰ ɔ ŋ
4463	Rupa	veranda	veranda	ʥũː(ŋ)-baw	ʥũː+baw	dʑ ũː + b a w		1199 650	1200 1199	dʑ ũː ◦ b a w
4464	Shergaon	veranda	veranda	ʥɔ̃ː-kʰiŋ	ʥɔ̃ː+kʰiŋ	dʑ ɔ̃ː + kʰ i ŋ		1199 636	1200 1199	dʑ ɔ̃ː ◦ kʰ i ŋ
4465	Khispi	village	village	tʰup	tʰup	tʰ u p		1203	1203	tʰ u p
4466	Duhumbi	village	village	tʰup ~ tʰuk	tʰup	tʰ u p		1203	1203	tʰ u p
4467	Khoina	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k
4468	Jerigaon	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k
4469	Khoitam	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k
4470	Rahung	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k
4471	Rupa	village	village	tʰyk	tʰyk	tʰ y k		1203	1203	tʰ y k
4472	Shergaon	village	village	tʰuk	tʰuk	tʰ u k		1203	1203	tʰ u k
4475	Khoina	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k
4476	Jerigaon	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k
4477	Khoitam	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k
4478	Rahung	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k
4479	Rupa	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k
4480	Shergaon	vomit	vomit	jɔk	jɔk	j ɔ k		1204	1204	j ɔ k
4481	Khispi	waist	waist	buk-tʰuŋ	buk+tʰuŋ	b u k + tʰ u ŋ		1208 1205	1208 1205	b u k ◦ tʰ u ŋ
4482	Duhumbi	waist	waist	buk-tuŋ	buk+tuŋ	b u k + t u ŋ		1208 1205	1208 1205	b u k ◦ t u ŋ
4483	Khoina	waist	waist	bə-kʰɐk-tʰyn	bə+kʰɐk+tʰyn	b ə + kʰ ɐ k + tʰ y n		1208 1206 1205	1208 1206 1205	b ə - ◦ kʰ ɐ k ◦ tʰ y n
4484	Jerigaon	waist	waist	mə-kʰɐk-tyŋ	mə+kʰɐk+tyŋ	m ə + kʰ ɐ k + t y ŋ		1207 1206 1205	1207 1206 1205	m ə ◦ kʰ ɐ k ◦ t y ŋ
4487	Rupa	waist	waist	mə-kʰak-tyŋ	mə+kʰak+tyŋ	m ə + kʰ a k + t y ŋ		1207 1206 1205	1207 1206 1205	m ə ◦ kʰ a k ◦ t y ŋ
4488	Shergaon	waist	waist	mə-kʰak-tuŋ	mə+kʰak+tuŋ	m ə + kʰ a k + t u ŋ		1207 1206 1205	1207 1206 1205	m ə ◦ kʰ a k ◦ t u ŋ
4490	Duhumbi	wait	wait1	ʥak ~ ʥap	ʥak	dʑ a k		1209	1209	dʑ a k
4492	Jerigaon	wait	wait1	ʥɐk	ʥɐk	dʑ ɐ k		1209	1209	dʑ ɐ k
4493	Khoitam	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k
4494	Rahung	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k
4495	Rupa	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k
4496	Shergaon	wait	wait1	ʥak	ʥak	dʑ a k		1209	1209	dʑ a k
4497	Khispi	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ
4498	Duhumbi	wait	wait2	naŋ	naŋ	n a ŋ		1210	1210	n a ŋ
4499	Khoina	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ
4501	Khoitam	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ
4503	Rupa	wait	wait2	laŋ	laŋ	l a ŋ		1210	1210	l a ŋ
4505	Khispi	wake up	wake up	jɔw	jɔw	j ɔ w		1211	1211	j ɔ w
4506	Duhumbi	wake up	wake up	jɔw	jɔw	j ɔ w		1211	1211	j ɔ w
4507	Khoina	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -
4508	Jerigaon	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -
4509	Khoitam	wake up	wake up	jɔ	jɔ	j ɔ		1211	1211	j ɔ -
4510	Rahung	wake up	wake up	jo	jo	j o		1211	1211	j o -
4511	Rupa	wake up	wake up	jaw	jaw	j a w		1211	1211	j a w
4512	Shergaon	wake up	wake up	jaw	jaw	j a w		1211	1211	j a w
4513	Khispi	walk, move, go	walk, move, go	wa	wa	w a		1212	1213	w a
4514	Duhumbi	walk, move, go	walk, move, go	wa	wa	w a		1212	1213	w a
4515	Khoina	walk, move, go	walk, move, go	rɐˀ	rɐˀ	r ɐˀ		1212	1212	r ɐˀ
4516	Jerigaon	walk, move, go	walk, move, go	rɐˀ	rɐˀ	r ɐˀ		1212	1212	r ɐˀ
4517	Khoitam	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ
4518	Rahung	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ
4519	Rupa	walk, move, go	walk, move, go	rɔˀ	rɔˀ	r ɔˀ		1212	1212	r ɔˀ
4520	Shergaon	walk, move, go	walk, move, go	rɔ	rɔ	r ɔ		1212	1212	r ɔ
4522	Duhumbi	walking stick	walking stick	kʰɛj-duŋ ~ kʰɛj-ʥɔŋ	kʰɛj+duŋ	kʰ ɛ j + d u ŋ		1214 1215	1214 1215	kʰ ɛ j ◦ d u ŋ
4525	Khoitam	walking stick	walking stick	gə-ʥyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - ◦ dʑ y ŋ
4526	Rahung	walking stick	walking stick	gə-ʥyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - ◦ dʑ y ŋ
4527	Rupa	walking stick	walking stick	gə-ʥyŋ ~ zə-gyŋ	gə+ʥyŋ	g ə + dʑ y ŋ		1214 1215	1214 1215	g ə - ◦ dʑ y ŋ
4528	Shergaon	walking stick	walking stick	gə-ʥuŋ	gə+ʥuŋ	g ə + dʑ u ŋ		1214 1215	1214 1215	g ə - ◦ dʑ u ŋ
4529	Khispi	walnut	walnut	maŋ-kʰa	maŋ+kʰa	m a ŋ + kʰ a		1217 1216	1217 1216	m a ŋ ◦ kʰ a
4530	Duhumbi	walnut	walnut	maŋ-kʰa	maŋ+kʰa	m a ŋ + kʰ a		1217 1216	1217 1216	m a ŋ ◦ kʰ a
4531	Khoina	walnut	walnut	ma-kʰuː	ma+kʰuː	m a + kʰ uː		1217 1216	1217 1216	m a - ◦ kʰ uː
4532	Jerigaon	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - ◦ kʰ uː
4533	Khoitam	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - ◦ kʰ uː
4534	Rahung	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - ◦ kʰ uː
4535	Rupa	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - ◦ kʰ uː
4536	Shergaon	walnut	walnut	mə-kʰuː	mə+kʰuː	m ə + kʰ uː		1217 1216	1217 1216	m ə - ◦ kʰ uː
4537	Khispi	warm, hot (adj.)	warm, hot (adj.)	u-ʨʰik	u+ʨʰik	u + tɕʰ i k		1219 1218	1219 1218	u ◦ tɕʰ i k
4538	Duhumbi	warm, hot (adj.)	warm, hot (adj.)	u-ʨʰik	u+ʨʰik	u + tɕʰ i k		1219 1218	1219 1218	u ◦ tɕʰ i k
4539	Khoina	warm, hot (adj.)	warm, hot (adj.)	ʦʰik-dy ~ a-ʦʰik	ʦʰik+dy	tsʰ i k + d y		1218 663	1220 1218	tsʰ i k ◦ d y -
4540	Jerigaon	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a ◦ tɕʰ i k
4541	Khoitam	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a ◦ tɕʰ i k
4542	Rahung	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a ◦ tɕʰ i k
4543	Rupa	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a ◦ tɕʰ i k
4544	Shergaon	warm, hot (adj.)	warm, hot (adj.)	a-ʨʰik	a+ʨʰik	a + tɕʰ i k		1219 1218	1219 1218	a ◦ tɕʰ i k
4545	Khispi	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k
4546	Duhumbi	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k
4549	Khoitam	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k
4550	Rahung	warm, hot (vi)	warm, hot (vi)	ʨʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k
4551	Rupa	warm, hot (vi)	warm, hot (vi)	ʨʰik ~ ʦʰik	ʨʰik	tɕʰ i k		1221	1221	tɕʰ i k
4553	Khispi	wash	wash1	ʨʰɔl	ʨʰɔl	tɕʰ ɔ l		1222	1222	tɕʰ ɔ l
4554	Duhumbi	wash	wash1	ʨʰɔɹ	ʨʰɔɹ	tɕʰ ɔ ɹ		1222	1222	tɕʰ ɔ ɹ
4555	Khoina	wash	wash1	ʦʰøː	ʦʰøː	tsʰ øː		1222	1222	tsʰ øː -
4556	Jerigaon	wash	wash1	ʨʰøː(n)	ʨʰøː	tɕʰ øː		1222	1222	tɕʰ øː -
4559	Rupa	wash	wash1	ʨʰeː ~ ʨʰøː ~ ʦʰøː(n)	ʨʰeː	tɕʰ eː		1222	1222	tɕʰ eː -
4560	Shergaon	wash	wash1	ʨʰeː	ʨʰeː	tɕʰ eː		1222	1222	tɕʰ eː -
4561	Khispi	wash	wash2	ʨʰi	ʨʰi	tɕʰ i		1222	1222	tɕʰ i -
4562	Duhumbi	wash	wash2	ʨʰi	ʨʰi	tɕʰ i		1222	1222	tɕʰ i -
4565	Khoitam	wash	wash2	ʨʰĩː(ŋ)	ʨʰĩː	tɕʰ ĩː		1222	1222	tɕʰ ĩː -
4566	Rahung	wash	wash2	ʨʰyː	ʨʰyː	tɕʰ yː		1222	1222	tɕʰ yː -
4569	Khispi	water	water	kʰaw	kʰaw	kʰ a w		1223	1223	kʰ a w
4570	Duhumbi	water	water	kʰɔw	kʰɔw	kʰ ɔ w		1223	1223	kʰ ɔ w
4571	Khoina	water	water	kʰɔː	kʰɔː	kʰ ɔː		1223	1223	kʰ ɔː -
4572	Jerigaon	water	water	kʰɔː	kʰɔː	kʰ ɔː		1223	1223	kʰ ɔː -
4573	Khoitam	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -
4574	Rahung	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -
4575	Rupa	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -
4576	Shergaon	water	water	kʰoː	kʰoː	kʰ oː		1223	1223	kʰ oː -
4577	Khispi	wealthy	wealthy	ʨʰuk-pu	ʨʰuk+pu	tɕʰ u k + p u		1224 1225	1224 1225	tɕʰ u k ◦ p u
4578	Duhumbi	wealthy	wealthy	ɕik-pu	ɕik+pu	ɕ i k + p u		1224 1225	1224 1225	ɕ i k ◦ p u
4581	Khoitam	wealthy	wealthy	ʨʰyk-pu	ʨʰyk+pu	tɕʰ y k + p u		1224 1225	1224 1225	tɕʰ y k ◦ p u
4582	Rahung	wealthy	wealthy	ʨʰyk-pu	ʨʰyk+pu	tɕʰ y k + p u		1224 1225	1224 1225	tɕʰ y k ◦ p u
4583	Rupa	wealthy	wealthy	ʨʰik-pu	ʨʰik+pu	tɕʰ i k + p u		1224 1225	1224 1225	tɕʰ i k ◦ p u
4585	Khispi	wear	wear	was	was	w a s		1226	1227	w a s
4586	Duhumbi	wear	wear	was	was	w a s		1226	1227	w a s
4587	Khoina	wear	wear	jɐ̃	jɐ̃	j ɐ̃		1226	1226	j ɐ̃
4588	Jerigaon	wear	wear	jɐ̃	jɐ̃	j ɐ̃		1226	1226	j ɐ̃
4591	Rupa	wear	wear	jɔ̃	jɔ̃	j ɔ̃		1226	1226	j ɔ̃
4593	Khispi	weave	weave	dak	dak	d a k		1228	1228	d a k
4595	Khoina	weave	weave	rɐk	rɐk	r ɐ k		1228	1228	r ɐ k
4596	Jerigaon	weave	weave	rɐk	rɐk	r ɐ k		1228	1228	r ɐ k
4597	Khoitam	weave	weave	rak	rak	r a k		1228	1228	r a k
4598	Rahung	weave	weave	rak	rak	r a k		1228	1228	r a k
4599	Rupa	weave	weave	rak	rak	r a k		1228	1228	r a k
4600	Shergaon	weave	weave	rak	rak	r a k		1228	1228	r a k
4601	Khispi	weed, grass	weed, grass	ʥam	ʥam	dʑ a m		1229	1229	dʑ a m -
4602	Duhumbi	weed, grass	weed, grass	ʥamu ~ ʥam	ʥamu	dʑ a m u		1229	1229	dʑ a m u
4603	Khoina	weed, grass	weed, grass	ʥɐŋ	ʥɐŋ	dʑ ɐ ŋ		1229	1229	dʑ ɐ ŋ -
4604	Jerigaon	weed, grass	weed, grass	ʥɐŋ	ʥɐŋ	dʑ ɐ ŋ		1229	1229	dʑ ɐ ŋ -
4605	Khoitam	weed, grass	weed, grass	ʥũŋ	ʥũŋ	dʑ ũ ŋ		1229	1229	dʑ ũ ŋ -
4606	Rahung	weed, grass	weed, grass	ʥũŋ	ʥũŋ	dʑ ũ ŋ		1229	1229	dʑ ũ ŋ -
4607	Rupa	weed, grass	weed, grass	ʥaŋ ~ ɟaŋ	ʥaŋ	dʑ a ŋ		1229	1229	dʑ a ŋ -
4608	Shergaon	weed, grass	weed, grass	ʥaŋ	ʥaŋ	dʑ a ŋ		1229	1229	dʑ a ŋ -
4609	Khispi	wet	wet1	u-ɕiŋ	u+ɕiŋ	u + ɕ i ŋ		1231 1230	1231 1230	u ◦ ɕ i ŋ
4610	Duhumbi	wet	wet1	u-ɕiŋ	u+ɕiŋ	u + ɕ i ŋ		1231 1230	1231 1230	u ◦ ɕ i ŋ
4613	Khoitam	wet	wet1	a-siŋ	a+siŋ	a + s i ŋ		1231 1230	1231 1230	a ◦ s i ŋ
4614	Rahung	wet	wet1	a-siŋ	a+siŋ	a + s i ŋ		1231 1230	1231 1230	a ◦ s i ŋ
4616	Shergaon	wet	wet1	a-siŋ	a+siŋ	a + s i ŋ		1231 1230	1231 1230	a ◦ s i ŋ
4619	Khoina	wet	wet2	kʰa-lɛˀ	kʰa+lɛˀ	kʰ a + l ɛˀ		1233 1232	1233 1232	kʰ a ◦ l ɛˀ
4620	Jerigaon	wet	wet2	kʰ-leˀ	kʰ+leˀ	kʰ + l eˀ		1233 1232	1233 1232	kʰ - ◦ l eˀ
4621	Khoitam	wet	wet2	kʰ-leˀ	kʰ+leˀ	kʰ + l eˀ		1233 1232	1233 1232	kʰ - ◦ l eˀ
4622	Rahung	wet	wet2	pʰ-lɛˀ	pʰ+lɛˀ	pʰ + l ɛˀ		1233 1232	1234 1232	pʰ ◦ l ɛˀ
4629	Khoitam	wheat	wheat	mu-kuː	mu+kuː	m u + k uː		1237 1235	1237 1235	m u ◦ k uː
4630	Rahung	wheat	wheat	mə-kuː	mə+kuː	m ə + k uː		1237 1235	1237 1235	m ə ◦ k uː
4631	Rupa	wheat	wheat	bə-kuː	bə+kuː	b ə + k uː		1237 1235	1236 1235	b ə ◦ k uː
4632	Shergaon	wheat	wheat	bə-kuː	bə+kuː	b ə + k uː		1237 1235	1236 1235	b ə ◦ k uː
4633	Khispi	when	when	a-daŋ	a+daŋ	a + d a ŋ		1239 1238	1239 1238	a ◦ d a ŋ
4634	Duhumbi	when	when	a-daŋ	a+daŋ	a + d a ŋ		1239 1238	1239 1238	a ◦ d a ŋ
4635	Khoina	when	when	a-dɔ̃ː(ŋ)	a+dɔ̃ː	a + d ɔ̃ː		1239 1238	1239 1238	a ◦ d ɔ̃ː -
4636	Jerigaon	when	when	a-dɔ̃ː(ŋ)	a+dɔ̃ː	a + d ɔ̃ː		1239 1238	1239 1238	a ◦ d ɔ̃ː -
4637	Khoitam	when	when	a-dũː(ŋ)	a+dũː	a + d ũː		1239 1238	1239 1238	a ◦ d ũː -
4638	Rahung	when	when	a-dũː(ŋ)	a+dũː	a + d ũː		1239 1238	1239 1238	a ◦ d ũː -
4639	Rupa	when	when	a-dũː(ŋ)	a+dũː	a + d ũː		1239 1238	1239 1238	a ◦ d ũː -
4640	Shergaon	when	when	a-dɔ̃ː	a+dɔ̃ː	a + d ɔ̃ː		1239 1238	1239 1238	a ◦ d ɔ̃ː -
4641	Khispi	where	where	a	a	a		1241	1241	a
4642	Duhumbi	where	where	ha	ha	h a		1241	1242	h a
4643	Khoina	where	where	a-lɔː	a+lɔː	a + l ɔː		1241 1240	1241 1240	a ◦ l ɔː
4645	Khoitam	where	where	tʰa-a-lɔː	tʰa+a+lɔː	tʰ a + a + l ɔː		1244 1241 1240	1244 1240 1243	tʰ a ◦ - a ◦ l ɔː
4649	Khispi	white	white	jaŋ-kal	jaŋ+kal	j a ŋ + k a l		1247 1248	1247 1248	j a ŋ ◦ k a l
4650	Duhumbi	white	white	jaŋ-kaɹ	jaŋ+kaɹ	j a ŋ + k a ɹ		1247 1248	1247 1248	j a ŋ ◦ k a ɹ
4651	Khoina	white	white	a-zɐ̃ː	a+zɐ̃ː	a + z ɐ̃ː		1245 1246	1245 1246	a ◦ z ɐ̃ː
4652	Jerigaon	white	white	a-zɐ̃ː	a+zɐ̃ː	a + z ɐ̃ː		1245 1246	1245 1246	a ◦ z ɐ̃ː
4653	Khoitam	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a ◦ z ɔ̃ː
4654	Rahung	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a ◦ z ɔ̃ː
4655	Rupa	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a ◦ z ɔ̃ː
4656	Shergaon	white	white	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		1245 1246	1245 1246	a ◦ z ɔ̃ː
4657	Khispi	who	who	mi	mi	m i		1249	1249	m i
4658	Duhumbi	who	who	mi	mi	m i		1249	1249	m i
4659	Khoina	who	who	niː	niː	n iː		1249	1250	n iː
4660	Jerigaon	who	who	niː	niː	n iː		1249	1250	n iː
4661	Khoitam	who	who	miː	miː	m iː		1249	1249	m iː
4662	Rahung	who	who	miː	miː	m iː		1249	1249	m iː
4663	Rupa	who	who	ɲiː	ɲiː	ɲ iː		1249	1250	ɲ iː
4664	Shergaon	who	who	ɲiː	ɲiː	ɲ iː		1249	1250	ɲ iː
4665	Khispi	wife	wife	u-ja	u+ja	u + j a		1251 1252	1251 1252	u ◦ j a
4666	Duhumbi	wife	wife	u-ja	u+ja	u + j a		1251 1252	1251 1252	u ◦ j a
4667	Khoina	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a ◦ j uː
4668	Jerigaon	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a ◦ j uː
4669	Khoitam	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a ◦ j uː
4670	Rahung	wife	wife	a-juː ~ a-ruː	a+juː	a + j uː		1251 1252	1251 1252	a ◦ j uː
4671	Rupa	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a ◦ j uː
4672	Shergaon	wife	wife	a-juː	a+juː	a + j uː		1251 1252	1251 1252	a ◦ j uː
4673	Khispi	wind	wind	nam-suŋ~ nam-sum	nam+suŋ	n a m + s u ŋ		1254 1253	1254 1253	n a m ◦ s u ŋ
4674	Duhumbi	wind	wind	nam-suŋ ~ nam-sum	nam+suŋ	n a m + s u ŋ		1254 1253	1254 1253	n a m ◦ s u ŋ
4675	Khoina	wind	wind	na-søn	na+søn	n a + s ø n		1254 1253	1254 1253	n a - ◦ s ø n
4676	Jerigaon	wind	wind	nə-søn ~ ny-søn	nə+søn	n ə + s ø n		1254 1253	1254 1253	n ə - ◦ s ø n
4677	Khoitam	wind	wind	ny-sɔm ~ nə-sɔm	ny+sɔm	n y + s ɔ m		1254 1253	1254 1253	n y - ◦ s ɔ m
4678	Rahung	wind	wind	p-søm	p+søm	p + s ø m		1254 1253	1255 1253	p ◦ s ø m
4679	Rupa	wind	wind	nə-sɔm	nə+sɔm	n ə + s ɔ m		1254 1253	1254 1253	n ə - ◦ s ɔ m
4680	Shergaon	wind	wind	nə-sɔm	nə+sɔm	n ə + s ɔ m		1254 1253	1254 1253	n ə - ◦ s ɔ m
4681	Khispi	window	window	kal-ʨuŋ	kal+ʨuŋ	k a l + tɕ u ŋ		1257 1256	1257 1256	k a l ◦ tɕ u ŋ
4682	Duhumbi	window	window	kɔː-ʨuŋ ~ ku-ʨuŋ	kɔː+ʨuŋ	k ɔː + tɕ u ŋ		1257 1256	1257 1256	k ɔː - ◦ tɕ u ŋ
4683	Khoina	window	window	kɔː-ʨyŋ	kɔː+ʨyŋ	k ɔː + tɕ y ŋ		1257 1256	1257 1256	k ɔː - ◦ tɕ y ŋ
4684	Jerigaon	window	window	kɔː-ʨyŋ	kɔː+ʨyŋ	k ɔː + tɕ y ŋ		1257 1256	1257 1256	k ɔː - ◦ tɕ y ŋ
4685	Khoitam	window	window	kɔː-ʨyŋ	kɔː+ʨyŋ	k ɔː + tɕ y ŋ		1257 1256	1257 1256	k ɔː - ◦ tɕ y ŋ
4686	Rahung	window	window	koː-ʨyŋ	koː+ʨyŋ	k oː + tɕ y ŋ		1257 1256	1257 1256	k oː - ◦ tɕ y ŋ
4687	Rupa	window	window	kaw-du	kaw+du	k a w + d u		1257 669	1257 1256	k a w ◦ d u -
4688	Shergaon	window	window	koː-ʨuŋ	koː+ʨuŋ	k oː + tɕ u ŋ		1257 1256	1257 1256	k oː - ◦ tɕ u ŋ
4689	Khispi	wing	wing	ɲuj-pʰa	ɲuj+pʰa	ɲ u j + pʰ a		1259 1258	1259 1258	ɲ u j ◦ pʰ a -
4691	Khoina	wing	wing	ny-pʰaŋ	ny+pʰaŋ	n y + pʰ a ŋ		1259 1258	1259 1258	n y - ◦ pʰ a ŋ
4692	Jerigaon	wing	wing	ny-pʰaŋ	ny+pʰaŋ	n y + pʰ a ŋ		1259 1258	1259 1258	n y - ◦ pʰ a ŋ
4693	Khoitam	wing	wing	nə-pʰaŋ	nə+pʰaŋ	n ə + pʰ a ŋ		1259 1258	1259 1258	n ə - ◦ pʰ a ŋ
4694	Rahung	wing	wing	mə-pʰaŋ	mə+pʰaŋ	m ə + pʰ a ŋ		1261 1258	1261 1258	m ə ◦ pʰ a ŋ
4695	Rupa	wing	wing	nə-pʰaŋ ~ də-pʰaŋ ~ də-faŋ	nə+pʰaŋ	n ə + pʰ a ŋ		1259 1258	1259 1258	n ə - ◦ pʰ a ŋ
